Framenum, Queue Density, Dynamic Density
5441, 0.40963, 0.163874
5444, 0.418153, 0.204159
5447, 0.408709, 0.170532
5450, 0.404206, 0.162455
5453, 0.399343, 0.148172
5456, 0.396765, 0.149132
5459, 0.397082, 0.137912
5462, 0.394135, 0.142074
5465, 0.392097, 0.139637
5468, 0.391423, 0.132665
5471, 0.377085, 0.115536
5474, 0.378911, 0.11817
5477, 0.388414, 0.117625
5480, 0.39988, 0.111339
5483, 0.415296, 0.111331
5486, 0.429106, 0.111233
5489, 0.446619, 0.117519
5492, 0.460209, 0.122519
5495, 0.467737, 0.112092
5498, 0.470163, 0.102028
5501, 0.463567, 0.0874232
5504, 0.465017, 0.0738918
5507, 0.461988, 0.0544235
5510, 0.459265, 0.0532008
5513, 0.455652, 0.0635933
5516, 0.4489, 0.0677981
5519, 0.446396, 0.112476
5522, 0.435525, 0.0881325
5525, 0.436575, 0.0852248
5528, 0.439973, 0.0647689
5531, 0.445733, 0.0745266
5534, 0.449354, 0.0766075
5537, 0.456161, 0.0739075
5540, 0.458524, 0.0592749
5543, 0.463756, 0.0483729
5546, 0.459856, 0.04755
5549, 0.466432, 0.0495642
5552, 0.473909, 0.0564926
5555, 0.483569, 0.0622061
5558, 0.492037, 0.06308
5561, 0.499189, 0.0695616
5564, 0.507943, 0.0807065
5567, 0.515577, 0.0846448
5570, 0.504894, 0.0948962
5573, 0.516094, 0.100747
5576, 0.522717, 0.1055
5579, 0.524386, 0.102898
5582, 0.522564, 0.107671
5585, 0.523207, 0.101346
5588, 0.525068, 0.0877367
5591, 0.527553, 0.0908599
5594, 0.528619, 0.0921649
5597, 0.521957, 0.0716934
5600, 0.521835, 0.0671359
5603, 0.51814, 0.0642203
5606, 0.520264, 0.0527541
5609, 0.525495, 0.0554423
5612, 0.530225, 0.052033
5615, 0.528505, 0.0531734
5618, 0.529939, 0.0510259
5621, 0.526154, 0.0523661
5624, 0.530323, 0.0501677
5627, 0.529273, 0.0455044
5630, 0.529896, 0.0331486
5633, 0.529492, 0.0275762
5636, 0.531515, 0.0303154
5639, 0.531957, 0.0282189
5642, 0.532827, 0.0299549
5645, 0.53008, 0.0300371
5648, 0.533043, 0.0330115
5651, 0.536193, 0.037232
5654, 0.537248, 0.0346652
5657, 0.537941, 0.0360681
5660, 0.54012, 0.0315811
5663, 0.541801, 0.0303742
5666, 0.544858, 0.0266239
5669, 0.546222, 0.0299823
5672, 0.537236, 0.0265573
5675, 0.539932, 0.0193272
5678, 0.542044, 0.0216667
5681, 0.5428, 0.0198994
5684, 0.545414, 0.0292691
5687, 0.548518, 0.0289556
5690, 0.553013, 0.0305074
5693, 0.550477, 0.0253033
5696, 0.542726, 0.0250251
5699, 0.546884, 0.013457
5702, 0.553228, 0.0158631
5705, 0.556614, 0.0143034
5708, 0.559349, 0.0155848
5711, 0.564122, 0.0111998
5714, 0.569154, 0.00528246
5717, 0.56982, 0.000881717
5720, 0.561301, 0.000881717
5723, 0.562755, 0.000881717
5726, 0.564291, 0.00210436
5729, 0.567316, 0.00388347
5732, 0.567148, 0.00319769
5735, 0.567442, 0.00318594
